ID,timeStart,max,min,quantile_95,median,quantile_05,UNIQUE_ID,type,synced
192,1742440660400.0,3.7714,-4.1678,1.9557,-1.6776,-3.5434,1949307084,Acceleration,0
193,1742440662137.0,3.7714,-4.5489,1.8383,-0.86,-3.5598,1949307084,Braking,0
194,1742440660480.0,3.7714,-4.5489,1.8383,-0.2396,-3.4684,1949307084,Cornering,0
195,1742440681039.0,3.6508,-10.696,1.7632,-1.4943,-6.1075,1949307084,Braking,0
196,1742440682271.0,4.9288,-10.696,2.5649,0.0918,-5.0478,1949307084,Cornering,0
197,1742440688185.0,4.9288,-9.4089,2.6577,0.7943,-0.6249,1949307084,Acceleration,0
198,1742440707630.0,3.5046,-1.6371,2.0551,-0.6266,-1.3168,1949307084,Acceleration,0
199,1742440709022.0,3.5046,-1.6371,1.9007,-0.3988,-1.3422,1949307084,Cornering,0
200,1742440724331.0,3.9263,-2.3284,2.8514,-0.3281,-1.1199,1949307084,Acceleration,0
201,1742440732320.0,4.9611,-2.4014,4.3596,0.2624,-1.7374,1949307084,Acceleration,0
202,1742440723601.0,4.9611,-2.4014,3.5552,-0.3901,-1.5287,1949307084,Cornering,0
203,1742440733988.0,4.9611,-2.4014,1.8042,-0.5412,-1.6645,1949307084,Braking,0
204,1742440767166.0,4.747,-2.2723,2.888,-0.4843,-1.4714,1949307084,Cornering,0
205,1742440802707.0,5.6142,-2.1491,3.6794,0.2153,-1.6286,1949307084,Acceleration,0
206,1742440821791.0,4.1676,-2.0317,2.7426,0.371,-1.5308,1949307084,Acceleration,0
207,1742440788440.0,5.6142,-2.3235,2.9875,-0.1657,-1.6164,1949307084,Cornering,0
208,1742440842491.0,3.2436,-2.0275,2.2897,0.7204,-1.3208,1949307084,Cornering,0
209,1742440852431.0,4.6603,-2.9452,2.7814,-0.5716,-2.0072,1949307084,Cornering,0
210,1742440865866.0,4.9209,-3.4106,2.3379,-0.2748,-1.9173,1949307084,Cornering,0
211,1742440880744.0,15.1327,-2.6951,9.7284,9.0474,1.4748,1949307084,Braking,0
212,1742440879037.0,15.1327,-7.7017,9.6163,5.121,-4.1365,1949307084,Acceleration,0
213,1742440879117.0,15.1327,-7.7017,9.6065,4.66,-4.0914,1949307084,Cornering,0
214,1742440984171.0,-1.4554,-5.7564,-2.0494,-3.1419,-4.7482,1949307084,Cornering,0
215,1742440991313.0,0.661,-4.428,0.1043,-1.5367,-3.529,1949307084,Cornering,0
216,1742440983993.0,9.9632,-5.7564,6.3705,-2.4972,-4.3981,1949307084,Braking,0
217,1742441002610.0,10.0711,-8.0652,7.2332,0.682,-4.9137,1949307084,Acceleration,0
218,1742441007835.0,6.1653,-5.6856,3.4816,-0.9756,-4.8777,1949307084,Braking,0
219,1742440999217.0,10.0711,-8.0652,6.3785,0.8746,-4.3609,1949307084,Cornering,0
220,1742441011603.0,6.1653,-5.7595,3.4361,1.9393,-5.1235,1949307084,Acceleration,0
221,1742441019025.0,6.526,-6.5202,4.9368,-2.6898,-5.4089,1949307084,Braking,0
222,1742441019382.0,6.526,-6.5202,4.8356,2.3707,-5.2065,1949307084,Cornering,0
223,1742441024070.0,6.526,-1.3518,4.8589,2.6252,1.3103,1949307084,Acceleration,0
